objectno;objectuid;objectname;year;month;day;externalid;drivingevents_avg_severity;drivingevents_braking_avg_severity;drivingevents_braking_count;drivingevents_count;drivingevents_forward_avg_severity;drivingevents_forward_count;drivingevents_steering_avg_severity;drivingevents_steering_count;ecostats_co2emission;ecostats_fuelusage;ecostats_idletime;ecostats_overrevvingtime;ecostats_wastedfuel;optidrive_indicator;optidrive_indicator_driving;optidrive_indicator_fuel;optidrive_indicator_idling;optidrive_indicator_speeding;orders_cancelled;orders_completed;orders_ontime;speedingevents_avg_violation;speedingevents_count;speedingevents_speedingtime;tripstats_count;tripstats_drivingtime;tripstats_mileage;tripstats_mileagebusiness;tripstats_mileageprivate;tripstats_usagetime;idVehiculo
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;29;;1.505;1.443;7;39;;;1.519;32;0;0;2847;10544;;0.618;0.345;1.0;0.168;0.449;;;;0.074;16;1800;8;21069;235090;235090;0;67455;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;9;30;;1.649;1.35;4;49;;;1.676;45;0;0;977;10733;;0.638;0.297;1.0;0.384;0.435;;;;0.093;13;1470;6;20532;205180;205180;0;45489;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;1;;1.753;2.06;10;34;;;1.625;24;0;0;4172;9909;;0.615;0.3;1.0;0.116;0.573;;;;0.064;11;862;9;21949;209390;209390;0;58906;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;2;;1.833;2.786;7;30;;;1.543;23;0;0;3503;8780;;0.618;0.284;1.0;0.128;0.502;;;;0.057;8;1490;8;19970;202090;202090;0;57713;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;3;;1.659;1.4;8;34;;;1.738;26;0;0;1584;8434;;0.653;0.327;1.0;0.304;0.556;;;;0.104;8;580;7;23565;206100;206100;0;56060;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;4;;1.745;;;11;;;1.745;11;0;0;1775;7713;;0.668;0.411;1.0;0.264;0.6;;;;0.071;7;620;4;21952;208075;208075;0;45164;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;5;;1.0;;;1;;;1.0;1;0;0;1100;86;;0.681;0.553;1.0;0.0;1.0;;;;;;;3;498;3295;3295;0;7421;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;6;;1.875;2.167;3;8;;;1.7;5;0;0;2562;2848;;0.647;0.319;1.0;0.053;0.751;;;;0.035;2;130;5;8190;79705;79705;0;39674;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;7;;1.997;2.271;7;36;;;1.931;29;0;0;2228;2433;;0.551;0.193;1.0;0.0;0.445;;;;0.076;4;371;3;4383;52125;52125;0;8833;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;8;;1.638;1.938;8;63;;;1.595;55;0;0;1347;8988;;0.621;0.278;1.0;0.275;0.495;;;;0.063;11;1250;7;17581;190375;190375;0;56983;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;9;;1.556;1.783;6;34;;;1.507;28;0;0;483;5922;;0.619;0.306;1.0;0.406;0.377;;;;0.118;7;890;3;11081;117045;117045;0;31963;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;10;;1.833;2.4;1;36;;;1.817;35;0;0;1136;10581;;0.627;0.285;1.0;0.366;0.436;;;;0.102;12;1398;9;22141;222680;222680;0;77143;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;11;;1.746;2.3;2;28;;;1.704;26;0;0;723;6875;;0.672;0.311;1.0;0.458;0.505;;;;0.108;8;708;5;20455;198815;198815;0;54725;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;12;;1.8;;;2;;;1.8;2;0;0;959;4818;;0.682;0.552;1.0;0.281;0.491;;;;0.065;9;920;4;12862;134045;134045;0;58525;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;13;;1.662;1.95;12;77;;;1.609;65;0;0;1131;8954;;0.626;0.26;1.0;0.352;0.467;;;;0.076;14;1498;6;20805;210965;210965;0;42686;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;14;;1.718;1.6;1;28;;;1.722;27;0;0;1594;5213;;0.594;0.274;1.0;0.142;0.431;;;;0.079;8;910;5;9984;109955;109955;0;21036;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;15;;1.586;2.0;2;35;;;1.561;33;0;0;425;5904;;0.618;0.292;1.0;0.418;0.397;;;;0.095;7;960;4;10237;114090;114090;0;17104;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;16;;1.494;1.95;4;35;;;1.435;31;0;0;420;9403;;0.675;0.355;1.0;0.593;0.447;;;;0.099;11;1220;6;20343;204620;204620;0;53251;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;17;;1.57;1.6;3;46;;;1.567;43;0;0;3914;6350;;0.572;0.287;1.0;0.039;0.384;;;;0.09;8;1230;4;11066;132275;132275;0;42519;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;18;;1.433;1.475;4;30;;;1.427;26;0;0;;8031;;0.748;0.381;1.0;1.0;0.527;;;;0.079;8;870;5;19962;195630;195630;0;39407;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;19;;1.615;2.04;5;73;;;1.584;68;0;0;793;10707;;0.64;0.283;1.0;0.444;0.446;;;;0.078;12;1730;8;21196;222990;222990;0;48494;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;21;;;;;;;;;;0;0;;9;;0.908;1.0;1.0;1.0;1.0;;;;;;;2;70;325;325;0;6329;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;22;;1.375;1.1;1;4;;;1.467;3;0;0;756;4247;;0.652;0.528;1.0;0.282;0.47;;;;0.097;7;530;4;10165;94015;94015;0;34729;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;23;;1.565;1.425;8;84;;;1.58;76;0;0;338;7909;;0.674;0.287;1.0;0.643;0.445;;;;0.104;13;1164;5;20207;209535;209535;0;46985;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;24;;1.621;2.074;19;87;;;1.494;68;0;0;1932;11735;;0.601;0.271;1.0;0.232;0.422;;;;0.084;13;1836;6;20340;221500;221500;0;48459;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;25;;1.594;1.3;6;50;;;1.634;44;0;0;1234;6743;;0.601;0.279;1.0;0.216;0.527;;;;0.071;6;600;5;12002;122785;122785;0;42652;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;26;;1.511;1.26;5;44;;;1.544;39;0;0;1370;10726;;0.63;0.335;1.0;0.308;0.434;;;;0.085;14;1680;6;20759;230380;230380;0;62462;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;27;;1.712;2.1;7;77;;;1.673;70;0;0;428;10166;;0.653;0.259;1.0;0.597;0.431;;;;0.102;12;1380;9;21072;219095;219095;0;69832;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;28;;1.673;1.233;3;11;;;1.838;8;0;0;1249;5649;;0.636;0.369;1.0;0.224;0.448;;;;0.074;11;1080;3;12618;141645;141645;0;27263;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;29;;1.27;1.2;4;10;;;1.317;6;0;0;9923;6348;;0.614;0.515;1.0;0.0;0.484;;;;0.059;10;1336;9;16019;167145;167145;0;57088;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;30;;2.186;2.25;2;6;4.4;1;1.6;4;0;0;2729;8504;;0.643;0.472;1.0;0.176;0.444;;;;0.085;15;1590;8;21133;222465;222465;0;66355;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;8;31;;1.665;1.817;6;65;;;1.649;59;0;0;364;9727;;0.655;0.278;1.0;0.632;0.413;;;;0.131;16;1086;7;20755;213500;213500;0;48564;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;1;;1.762;;;13;;;1.762;13;0;0;790;7843;;0.731;0.404;1.0;0.483;0.717;;;;0.051;6;370;7;24597;216065;216065;0;86322;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;2;;1.644;2.144;9;68;;;1.568;59;0;0;1439;12526;;0.631;0.289;1.0;0.329;0.419;;;;0.072;18;2670;5;23930;270955;270955;0;45421;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;3;;;;;;;;;;0;0;;6;;0.961;1.0;1.0;1.0;1.0;;;;;;;1;80;335;335;0;132;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;4;;1.736;2.85;4;50;;;1.639;46;0;0;4685;10578;;0.613;0.274;1.0;0.1;0.508;;;;0.068;14;1310;8;21916;207460;207460;0;63861;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;5;;1.66;2.167;12;40;;;1.443;28;0;0;1325;10706;;0.638;0.313;1.0;0.327;0.431;;;;0.076;15;2080;6;21894;226510;226510;0;60745;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;6;;1.6;;;2;;;1.6;2;0;0;2119;2411;;0.696;0.503;1.0;0.049;0.845;;;;0.024;1;50;4;6549;50955;50955;0;53364;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;7;;1.524;1.22;5;45;;;1.563;40;0;0;1698;9370;;0.629;0.336;1.0;0.277;0.46;;;;0.082;17;1540;9;22336;238815;238815;0;66060;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;8;;1.631;1.967;3;35;;;1.6;32;0;0;1037;9022;;0.672;0.336;1.0;0.417;0.621;;;;0.094;6;400;8;24857;233100;233100;0;51279;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;9;;2.4;1.7;2;3;;;3.8;1;0;0;1658;7720;;0.704;0.48;1.0;0.277;0.663;;;;0.055;7;490;6;21791;203260;203260;0;68925;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;11;;1.82;2.0;7;40;;;1.782;33;0;0;2717;9107;;0.625;0.278;1.0;0.188;0.577;;;;0.066;11;830;9;22586;212790;212790;0;47595;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;12;;1.545;1.914;7;29;;;1.427;22;0;0;5137;10687;;0.61;0.359;1.0;0.086;0.472;;;;0.064;14;1810;6;21656;231400;231400;0;48785;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;13;;1.749;2.05;10;59;;;1.688;49;0;0;960;11465;;0.634;0.271;1.0;0.407;0.469;;;;0.089;13;1309;8;22153;231740;231740;0;69700;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;14;;1.809;1.83;20;67;;;1.8;47;0;0;469;10953;;0.646;0.247;1.0;0.577;0.426;;;;0.101;15;1470;7;21306;220290;220290;0;60983;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;15;;1.563;1.78;5;38;;;1.53;33;0;0;905;8617;;0.666;0.334;1.0;0.415;0.5;;;;0.098;11;890;7;21578;211145;211145;0;41092;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;16;;1.61;2.54;5;52;;;1.511;47;0;0;1210;8645;;0.636;0.299;1.0;0.34;0.443;;;;0.092;11;1439;6;21123;215880;215880;0;70177;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;17;;2.0;2.057;7;13;;;1.933;6;0;0;712;4492;;0.626;0.276;1.0;0.287;0.434;;;;0.126;7;470;4;9822;102715;102715;0;39460;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;18;;1.719;2.567;6;36;;;1.55;30;0;0;1719;9238;;0.64;0.3;1.0;0.256;0.517;;;;0.076;10;1010;7;20498;199020;199020;0;49577;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;19;;1.636;1.95;10;55;;;1.567;45;0;0;823;12464;;0.663;0.301;1.0;0.506;0.486;;;;0.076;17;1740;9;28152;282950;282950;0;77410;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;20;;1.639;2.26;5;49;;;1.568;44;0;0;800;10857;;0.641;0.305;1.0;0.457;0.496;;;;0.102;13;900;8;22504;221130;221130;0;56817;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;21;;1.742;1.9;1;45;;;1.739;44;0;0;1641;10196;;0.637;0.286;1.0;0.278;0.561;;;;0.059;8;1020;8;21738;218780;218780;0;57935;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;22;;1.723;1.233;3;22;;;1.8;19;0;0;;7798;;0.751;0.339;1.0;1.0;0.534;;;;0.082;8;829;6;20936;199505;199505;0;57338;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;23;;1.455;1.571;7;56;;;1.439;49;0;0;1073;10823;;0.621;0.335;1.0;0.352;0.36;;;;0.119;17;1786;6;19688;215635;215635;0;55585;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;24;;1.643;1.833;3;7;;;1.5;4;0;0;426;4580;;0.668;0.392;1.0;0.407;0.602;;;;0.079;4;240;6;9809;91285;91285;0;21648;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;25;;1.776;2.533;9;54;;;1.624;45;0;0;;10537;;0.716;0.265;1.0;1.0;0.498;;;;0.073;10;1300;8;21768;212090;212090;0;80959;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;26;;1.503;1.0;1;60;;;1.512;59;0;0;1460;11550;;0.636;0.326;1.0;0.315;0.458;;;;0.067;17;2010;6;22816;252385;252385;0;57916;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;27;;1.964;1.375;4;25;;;2.076;21;0;0;1701;8856;;0.649;0.299;1.0;0.29;0.56;;;;0.084;8;760;10;23740;230740;230740;0;57171;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;28;;1.66;1.583;6;43;;;1.673;37;0;0;2340;10134;;0.608;0.299;1.0;0.189;0.45;;;;0.08;13;1500;6;19555;201420;201420;0;57610;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;29;;1.768;2.24;10;53;;;1.658;43;0;0;2279;12050;;0.615;0.255;1.0;0.227;0.529;;;;0.082;12;970;8;23484;251625;251625;0;57067;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;30;;1.705;1.95;10;57;;;1.653;47;0;0;940;10607;;0.627;0.276;1.0;0.398;0.451;;;;0.096;11;1283;9;20874;211755;211755;0;67313;1-83646-05040A1200;
4014;1-83646-05040A1200;FARID IVECO AD260-GNC;2016;7;31;;1.836;1.767;6;14;;;1.888;8;0;0;1335;5212;;0.622;0.294;1.0;0.162;0.461;;;;0.071;7;780;4;9489;108680;108680;0;42585;1-83646-05040A1200;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;1;;1.607;1.575;4;14;;;1.62;10;0;0;3821;12345;;0.636;0.413;1.0;0.128;0.546;;;;0.063;14;1070;9;21878;222550;222550;0;64290;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;2;;1.723;1.85;6;26;;;1.685;20;0;0;2903;12405;;0.64;0.336;1.0;0.186;0.541;;;;0.061;19;1260;8;23842;247695;247695;0;88634;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;3;;1.462;1.414;14;29;;;1.507;15;0;0;4511;12130;;0.631;0.376;1.0;0.098;0.558;;;;0.066;14;890;3;20827;219165;219165;0;47902;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;4;;1.683;1.05;2;6;;;2.0;4;0;0;;262;;0.746;0.248;1.0;1.0;1.0;;;;;;;2;606;5365;5365;0;1403;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;5;;1.622;1.578;9;18;;;1.667;9;0;0;1358;7045;;0.645;0.345;1.0;0.229;0.573;;;;0.067;10;530;8;14129;138995;138995;0;64810;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;6;;1.51;2.033;6;30;;;1.379;24;0;0;2977;12165;;0.634;0.363;1.0;0.161;0.542;;;;0.071;14;930;6;21063;223330;223330;0;50212;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;7;;1.978;1.829;7;23;;;2.044;16;0;0;1283;12949;;0.652;0.306;1.0;0.361;0.484;;;;0.068;18;1761;7;24425;265885;265885;0;66393;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;8;;;;;;;;;;0;0;2887;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;9;;;;;;;;;;0;0;1132;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;15;;;;;;;;;;0;0;2939;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;16;;1.78;1.6;2;5;;;1.9;3;0;0;;1166;;0.756;0.298;1.0;1.0;0.606;;;;0.043;3;140;4;3178;44540;44540;0;52810;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;17;;1.708;1.85;2;12;;;1.68;10;0;0;4427;11791;;0.629;0.401;1.0;0.099;0.532;;;;0.059;16;1198;8;20609;222050;222050;0;67108;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;18;;1.408;1.917;6;25;;;1.247;19;0;0;1596;12447;;0.658;0.417;1.0;0.308;0.443;;;;0.078;22;2033;7;24218;265300;265300;0;88088;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;19;;1.596;2.1;1;28;;;1.578;27;0;0;976;11933;;0.662;0.345;1.0;0.382;0.528;;;;0.063;16;1130;6;20290;221240;221240;0;44313;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;20;;1.745;2.014;7;38;;;1.684;31;0;0;4856;7721;;0.64;0.287;1.0;0.087;0.76;;;;0.046;4;220;10;20521;181060;181060;0;62177;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;21;;1.543;1.2;4;28;;;1.6;24;0;0;1588;12446;;0.655;0.362;1.0;0.285;0.539;;;;0.062;17;1130;7;21659;233040;233040;0;85680;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;22;;1.471;1.35;4;28;;;1.492;24;0;0;4612;12640;;0.629;0.38;1.0;0.099;0.52;;;;0.062;18;1300;10;21424;234825;234825;0;86967;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;23;;1.556;1.7;1;9;;;1.538;8;0;0;;4190;;0.774;0.363;1.0;1.0;0.736;;;;0.047;2;100;8;7341;71280;71280;0;63608;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;9;28;;;;;;;;;;0;0;;64;;0.927;1.0;1.0;1.0;1.0;;;;;;;1;334;2235;2235;0;470;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;1;;1.486;1.7;1;7;;;1.45;6;0;0;637;3598;;0.655;0.409;1.0;0.253;0.518;;;;0.076;6;370;4;7480;78080;78080;0;86282;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;2;;1.413;1.583;6;15;;;1.3;9;0;0;7928;11071;;0.641;0.463;1.0;0.043;0.55;;;;0.066;14;1056;8;23231;234420;234420;0;86642;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;3;;1.576;1.5;4;17;;;1.6;13;0;0;6606;10990;;0.636;0.41;1.0;0.07;0.564;;;;0.06;14;1090;10;24395;237125;237125;0;75291;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;4;;1.513;1.2;3;16;;;1.585;13;0;0;651;5832;;0.649;0.359;1.0;0.326;0.418;;;;0.079;9;1069;4;10673;139570;139570;0;89204;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;5;;1.569;2.1;1;13;;;1.525;12;0;0;2641;9770;;0.65;0.422;1.0;0.18;0.526;;;;0.072;14;1030;8;20983;212885;212885;0;86405;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;6;;1.808;2.16;5;13;;;1.588;8;0;0;6872;10859;;0.631;0.379;1.0;0.051;0.554;;;;0.061;13;1040;6;21696;220725;220725;0;61578;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;7;;1.645;1.617;6;20;;;1.657;14;0;0;594;5973;;0.642;0.314;1.0;0.365;0.49;;;;0.082;8;640;4;11510;114255;114255;0;30305;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;8;;1.343;1.05;2;14;;;1.392;12;0;0;3322;11565;;0.654;0.491;1.0;0.156;0.527;;;;0.059;17;1365;6;22778;236050;236050;0;55597;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;9;;1.79;1.733;6;10;;;1.875;4;0;0;2857;12288;;0.656;0.43;1.0;0.196;0.523;;;;0.054;15;1680;6;24861;270080;270080;0;62556;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;10;;1.233;;;3;;;1.233;3;0;0;;764;;0.763;0.45;1.0;1.0;0.558;;;;0.041;2;110;2;1673;26980;26980;0;12904;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;11;;1.788;1.775;4;8;;;1.8;4;0;0;4767;11154;;0.643;0.448;1.0;0.104;0.513;;;;0.069;14;1307;8;22983;237460;237460;0;65316;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;12;;1.483;1.343;7;12;;;1.68;5;0;0;3392;11465;;0.646;0.463;1.0;0.151;0.518;;;;0.061;14;1386;5;22537;235530;235530;0;58676;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;13;;1.675;1.8;3;20;;;1.653;17;0;0;;5975;;0.735;0.309;1.0;1.0;0.529;;;;0.071;6;567;5;11499;112625;112625;0;26222;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;14;;1.513;1.5;4;24;;;1.515;20;0;0;1399;9454;;0.656;0.378;1.0;0.301;0.501;;;;0.083;13;1031;6;20568;208130;208130;0;44726;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;15;;1.759;1.6;4;22;;;1.794;18;0;0;1417;9237;;0.649;0.327;1.0;0.285;0.509;;;;0.076;13;1017;6;19350;203680;203680;0;48486;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;16;;1.54;1.7;12;35;;;1.457;23;0;0;2220;9719;;0.653;0.345;1.0;0.214;0.62;;;;0.061;9;610;6;21290;206505;206505;0;89621;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;17;;1.828;1.482;11;25;;;2.1;14;0;0;2625;9554;;0.645;0.305;1.0;0.179;0.625;;;;0.067;8;520;7;20696;193910;193910;0;86523;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;18;;1.8;3.1;2;17;;;1.627;15;0;0;2858;9288;;0.622;0.33;1.0;0.134;0.529;;;;0.077;10;760;8;17044;180260;180260;0;75871;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;19;;1.627;1.678;9;44;;;1.614;35;0;0;3186;12182;;0.627;0.312;1.0;0.158;0.528;;;;0.075;14;1020;7;22152;235175;235175;0;49782;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;20;;1.556;1.622;9;27;;;1.522;18;0;0;1661;13069;;0.647;0.366;1.0;0.281;0.494;;;;0.072;17;1388;7;22292;241165;241165;0;64372;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;21;;1.679;1.6;2;19;;;1.688;17;0;0;1072;9492;;0.667;0.361;1.0;0.361;0.516;;;;0.072;14;1083;7;20467;204505;204505;0;43995;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;22;;2.1;1.5;1;4;;;2.3;3;0;0;3879;4883;;0.614;0.371;1.0;0.016;0.556;;;;0.079;4;316;5;8993;89135;89135;0;42942;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;23;;;;;;;;;;0;0;1066;24;;0.831;1.0;1.0;0.0;1.0;;;;;;;2;84;385;385;0;6278;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;25;;1.34;;;10;;;1.34;10;0;0;4146;6133;;0.622;0.444;1.0;0.024;0.463;;;;0.07;10;840;6;10284;121185;121185;0;82817;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;26;;1.62;1.233;3;50;;;1.645;47;0;0;2369;11428;;0.647;0.307;1.0;0.208;0.614;;;;0.079;9;490;10;22039;230985;230985;0;88891;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;27;;1.567;1.467;3;18;;;1.587;15;0;0;2996;11785;;0.645;0.397;1.0;0.164;0.547;;;;0.057;16;1150;7;21622;222805;222805;0;63122;1-83646-19686C3111;
4012;1-83646-19686C3111;FARID IVECO AD260-GNC;2016;8;28;;1.613;1.733;3;16;;;1.585;13;0;0;2644;9610;;0.651;0.399;1.0;0.189;0.489;;;;0.094;13;1042;8;22057;219680;219680;0;88079;1-83646-19686C3111;
