objectno;objectuid;objectname;year;month;day;externalid;drivingevents_avg_severity;drivingevents_braking_avg_severity;drivingevents_braking_count;drivingevents_count;drivingevents_forward_avg_severity;drivingevents_forward_count;drivingevents_steering_avg_severity;drivingevents_steering_count;ecostats_co2emission;ecostats_fuelusage;ecostats_idletime;ecostats_overrevvingtime;ecostats_wastedfuel;optidrive_indicator;optidrive_indicator_driving;optidrive_indicator_fuel;optidrive_indicator_idling;optidrive_indicator_speeding;orders_cancelled;orders_completed;orders_ontime;speedingevents_avg_violation;speedingevents_count;speedingevents_speedingtime;tripstats_count;tripstats_drivingtime;tripstats_mileage;tripstats_mileagebusiness;tripstats_mileageprivate;tripstats_usagetime;idVehiculo
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;1;;1.592;1.6;5;26;;;1.59;21;68900;26000;6903;1972;5500;0.27;0.266;0.0;0.0;0.519;;;;0.059;2;230;6;3590;35405;35405;0;64168;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;2;;1.748;2.233;3;33;;;1.7;30;194775;73500;2571;7544;1000;0.43;0.267;0.463;0.097;0.373;;;;0.069;15;2033;10;11724;161730;161730;0;66936;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;12;;;;;;;;;;29150;11000;1292;769;1000;0.59;1.0;0.155;0.0;1.0;;;;;;;4;2278;21690;21690;0;9501;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;13;;;;;;;;;;1325;500;;;;0.867;1.0;0.0;1.0;1.0;;;;;;;;;;;;;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;14;;1.762;2.0;26;58;;;1.569;32;349800;132000;;13608;;0.6;0.274;0.704;1.0;0.434;;;;0.063;25;2810;7;24413;317820;317820;0;84686;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;15;;;;;;;;;;17225;6500;6940;88;4500;0.658;1.0;0.0;0.0;1.0;;;;;;;5;569;3265;3265;0;63386;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;16;;;;;;;;;;21200;8000;847;777;500;0.543;1.0;1.0;0.0;0.451;;;;0.051;3;200;2;1597;24410;24410;0;4549;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;17;;1.785;2.075;4;13;;;1.656;9;323300;122000;522;12388;;0.63;0.41;0.994;0.611;0.502;;;;0.05;23;2332;5;27221;332025;332025;0;43553;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;18;;1.256;1.15;2;9;;;1.286;7;300775;113500;;10997;;0.616;0.573;0.806;1.0;0.458;;;;0.053;22;2697;4;23713;285285;285285;0;38381;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;19;;1.594;1.758;12;50;;;1.542;38;389550;147000;892;15634;1000;0.524;0.324;0.735;0.477;0.447;;;;0.052;31;3496;14;27224;358920;358920;0;85404;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;20;;1.758;2.038;8;37;1.9;1;1.676;29;339200;128000;1996;12604;1500;0.471;0.283;0.711;0.251;0.425;;;;0.062;27;2943;5;23227;309480;309480;0;80930;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;21;;1.587;1.811;9;53;;;1.541;44;372325;140500;322;15441;;0.532;0.318;0.719;0.7;0.399;;;;0.056;34;4408;6;24896;340775;340775;0;76565;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;22;;3.0;;;1;;;3.0;1;14575;5500;3148;278;2000;0.337;0.182;0.0;0.0;1.0;;;;;;;3;799;5860;5860;0;47080;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;23;;1.417;1.336;11;70;;;1.432;59;373650;141000;2150;15207;1500;0.484;0.345;0.683;0.25;0.397;;;;0.057;30;4342;5;24814;337150;337150;0;52018;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;24;;1.606;1.525;8;52;;;1.62;44;477000;180000;3126;19437;2500;0.504;0.33;0.871;0.241;0.406;;;;0.056;46;5805;9;34510;464285;464285;0;70681;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;25;;1.937;1.55;2;19;;;1.982;17;295475;111500;;10643;;0.593;0.329;0.862;1.0;0.462;;;;0.053;19;2615;5;23572;286790;286790;0;37698;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;26;;1.553;1.746;13;60;;;1.5;47;337875;127500;3035;13057;2000;0.432;0.311;0.588;0.169;0.413;;;;0.061;27;3232;9;22552;294120;294120;0;85063;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;27;;1.582;1.563;8;45;;;1.586;37;360400;136000;301;15083;;0.538;0.327;0.774;0.714;0.394;;;;0.058;32;4398;5;24836;337100;337100;0;53588;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;28;;1.643;2.078;9;44;;;1.531;35;364375;137500;1354;14721;1000;0.492;0.318;0.745;0.354;0.407;;;;0.052;31;4500;5;25057;337050;337050;0;49324;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;29;;1.613;2.05;4;30;;;1.546;26;359075;135500;;14900;;0.604;0.353;0.787;1.0;0.4;;;;0.058;36;4228;4;25303;337730;337730;0;43371;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;9;30;;1.656;2.071;7;18;;;1.391;11;329925;124500;;12708;;0.651;0.398;0.947;1.0;0.475;;;;0.051;27;2790;5;26768;332160;332160;0;79327;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;1;;1.578;1.8;7;23;;;1.481;16;467725;176500;2647;18528;1000;0.496;0.416;0.723;0.276;0.438;;;;0.066;32;3650;8;34675;430190;430190;0;64797;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;2;;1.567;1.9;3;6;;;1.233;3;315350;119000;;12906;;0.605;0.53;0.724;1.0;0.42;;;;0.059;27;3120;4;22571;290405;290405;0;42887;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;3;;1.325;1.6;2;4;;;1.05;2;331250;125000;1286;12904;1500;0.527;0.644;0.601;0.341;0.401;;;;0.063;26;3400;5;22560;290630;290630;0;70356;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;4;;1.5;1.438;8;42;;;1.515;34;458450;173000;2034;18935;1000;0.501;0.376;0.794;0.325;0.408;;;;0.068;35;4346;13;33304;433765;433765;0;68999;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;5;;1.438;1.95;2;8;;;1.267;6;312700;118000;;12851;;0.613;0.525;0.746;1.0;0.401;;;;0.07;23;3030;5;22743;290345;290345;0;42763;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;6;;1.367;;;9;;;1.367;9;300775;113500;;12612;;0.663;0.53;0.855;1.0;0.394;;;;0.067;29;3390;6;22447;291865;291865;0;52675;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;7;;1.843;1.85;2;7;;;1.84;5;315350;119000;;11438;;0.585;0.46;0.739;1.0;0.445;;;;0.062;27;2570;4;23866;292165;292165;0;86757;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;8;;;;;;;;;;3975;1500;342;191;;0.646;1.0;0.316;0.045;1.0;;;;;;;3;1020;3030;3030;0;59813;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;12;;;;;;;;;;0;0;;2;;1.0;1.0;1.0;1.0;1.0;;;;;;;1;62;15;15;0;479;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;25;;;;;;;;;;1325;500;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;26;;;;;;;;;;33125;12500;6381;1022;4000;0.471;1.0;0.0;0.0;0.488;;;;0.047;1;190;4;1899;17425;17425;0;15680;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;27;;1.6;1.2;1;7;;;1.667;6;47700;18000;797;1463;1000;0.248;0.306;0.0;0.063;0.465;;;;0.053;2;300;2;2778;28550;28550;0;43721;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;29;;2.9;;;1;;;2.9;1;7950;3000;;253;;0.536;0.149;0.0;1.0;1.0;;;;;;;2;462;4130;4130;0;1493;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;30;;1.792;1.7;3;13;;;1.82;10;49025;18500;1088;1768;500;0.393;0.239;0.352;0.038;0.414;;;;0.071;3;366;4;3070;39230;39230;0;36060;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;8;31;;1.672;1.86;5;36;;;1.642;31;155025;58500;680;6539;500;0.456;0.267;0.493;0.292;0.414;;;;0.069;12;1181;7;9605;130480;130480;0;46967;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;1;;1.925;1.0;1;4;;;2.233;3;37100;14000;1893;1498;1000;0.491;0.281;1.0;0.0;0.435;;;;0.056;5;360;3;2797;41020;41020;0;25173;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;2;;1.475;;;4;;;1.475;4;333900;126000;;14021;;0.669;0.611;0.941;1.0;0.415;;;;0.064;28;3470;5;26015;333990;333990;0;44553;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;3;;1.689;1.55;2;9;;;1.729;7;291500;110000;1559;10704;1000;0.522;0.456;0.861;0.308;0.48;;;;0.059;20;2040;8;23612;282420;282420;0;66067;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;4;;1.4;1.4;5;5;;;;;295475;111500;1860;11331;1500;0.585;0.609;0.913;0.277;0.477;;;;0.058;23;2170;7;24482;293080;293080;0;84597;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;5;;1.65;1.833;3;6;;;1.467;3;388225;146500;;14693;;0.605;0.527;0.566;1.0;0.443;;;;0.059;27;3025;6;26340;334625;334625;0;44947;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;6;;2.3;;;1;;;2.3;1;180200;68000;511;6365;500;0.479;0.526;0.311;0.362;0.341;;;;0.069;15;2239;5;9785;141530;141530;0;22686;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;7;;1.488;;;8;;;1.488;8;345825;130500;;14207;;0.643;0.532;0.882;1.0;0.392;;;;0.063;31;4237;9;25851;337560;337560;0;73705;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;8;;2.0;2.45;6;10;;;1.325;4;323300;122000;;13012;;0.646;0.4;0.926;1.0;0.428;;;;0.06;25;3307;5;25882;321950;321950;0;46762;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;9;;1.82;2.3;2;5;;;1.5;3;337875;127500;326;14081;500;0.602;0.516;0.9;0.699;0.398;;;;0.059;29;4236;5;25084;333350;333350;0;43626;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;10;;1.4;1.467;6;9;;;1.267;3;296800;112000;379;10698;500;0.561;0.526;0.812;0.647;0.459;;;;0.056;22;2440;6;23031;282575;282575;0;39299;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;11;;1.4;;;4;;;1.4;4;306075;115500;5592;12450;3500;0.527;0.627;0.851;0.085;0.425;;;;0.066;24;2750;6;23392;296345;296345;0;84622;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;12;;1.4;1.375;4;7;;;1.433;3;341850;129000;;14214;;0.637;0.565;0.86;1.0;0.394;;;;0.062;29;4099;4;24873;332450;332450;0;43376;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;13;;1.567;1.4;1;3;;;1.65;2;327275;123500;449;13292;500;0.565;0.619;0.699;0.614;0.423;;;;0.06;23;3172;5;23723;298165;298165;0;88430;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;14;;1.1;;;1;;;1.1;1;112625;42500;;4410;;0.626;0.752;0.54;1.0;0.35;;;;0.085;8;1120;2;7034;96525;96525;0;12491;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;15;;1.738;1.783;6;8;;;1.6;2;324625;122500;313;13392;500;0.559;0.458;0.699;0.69;0.409;;;;0.061;27;3394;5;23124;295345;295345;0;67273;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;16;;1.371;1.38;5;7;;;1.35;2;321975;121500;;13166;;0.612;0.566;0.702;1.0;0.42;;;;0.062;26;3120;5;23370;293260;293260;0;43547;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;17;;1.678;1.467;3;9;;;1.783;6;298125;112500;;10994;;0.585;0.46;0.812;1.0;0.444;;;;0.056;26;2897;4;23840;283820;283820;0;38656;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;18;;1.407;1.5;2;14;;;1.392;12;261025;98500;4375;9823;2000;0.533;0.459;0.752;0.104;0.507;;;;0.074;11;1160;6;21011;242660;242660;0;83348;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;19;;1.467;1.7;1;3;;;1.35;2;318000;120000;312;12979;500;0.584;0.646;0.733;0.694;0.42;;;;0.065;25;2940;6;23405;293220;293220;0;58550;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;20;;;;;;;;;;331250;125000;3474;13246;1500;0.548;1.0;0.637;0.15;0.431;;;;0.061;20;2840;5;22950;293940;293940;0;66909;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;21;;1.69;2.017;6;10;;;1.2;4;315350;119000;;12932;;0.595;0.412;0.752;1.0;0.414;;;;0.066;28;2980;5;23125;292820;292820;0;43264;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;22;;2.136;3.475;4;11;;;1.371;7;398825;150500;3828;14783;1500;0.513;0.388;0.827;0.191;0.48;;;;0.064;25;2560;10;32300;381685;381685;0;74870;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;23;;1.49;1.967;3;10;;;1.286;7;434600;164000;1674;17600;1000;0.555;0.536;0.927;0.375;0.444;;;;0.066;31;3380;7;33798;434260;434260;0;73066;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;24;;1.5;1.55;2;7;;;1.48;5;306075;115500;313;11226;;0.541;0.535;0.738;0.692;0.441;;;;0.059;25;2737;3;23338;283355;283355;0;39228;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;25;;1.54;1.267;3;10;;;1.657;7;404125;152500;2238;16248;1500;0.532;0.513;0.857;0.291;0.441;;;;0.064;32;3390;9;31489;392600;392600;0;72131;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;26;;;;;;;;;;11925;4500;326;248;500;0.469;1.0;0.0;0.021;1.0;;;;;;;4;791;6260;6260;0;74836;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;27;;1.433;;;3;;;1.433;3;331250;125000;3217;13124;2000;0.489;0.65;0.622;0.161;0.395;;;;0.071;29;3172;6;22794;292845;292845;0;81300;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;28;;2.475;2.75;4;8;;;2.2;4;335225;126500;317;13339;500;0.535;0.356;0.717;0.703;0.441;;;;0.06;25;2870;4;24804;307565;307565;0;44213;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;29;;1.356;1.438;8;18;;;1.29;10;441225;166500;3037;17212;1500;0.531;0.505;0.818;0.245;0.446;;;;0.067;27;3330;8;34202;421430;421430;0;71342;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;30;;1.93;2.157;7;10;;;1.4;3;430625;162500;2386;16230;500;0.537;0.43;0.851;0.291;0.45;;;;0.063;28;3390;13;33441;417215;417215;0;89525;1-83646-6667686335;
4001;1-83646-6667686335;GEESINK IVECO ML160;2016;7;31;;2.233;1.7;2;12;;;2.34;10;291500;110000;1977;11252;1500;0.482;0.334;0.788;0.243;0.439;;;;0.057;26;2724;5;22046;275425;275425;0;37986;1-83646-6667686335;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;1;;1.1;;;1;;;1.1;1;83504;31513;7026;16828;11116;0.693;0.794;0.639;0.0;1.0;;;;;;;4;10445;24677;24677;0;28387;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;2;;4.5;;;1;;;4.5;1;78736;29715;4345;16062;6712;0.696;0.406;1.0;0.036;1.0;;;;;;;5;12007;28302;28302;0;42687;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;3;;;;;;;;;;74833;28241;4914;16254;6291;0.772;1.0;1.0;0.022;1.0;;;;;;;5;12016;25968;25968;0;23193;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;4;;1.4;;;2;;;1.4;2;67633;25523;6954;9477;5231;0.684;0.636;1.0;0.0;0.712;;;;0.1;1;40;5;11542;27137;27137;0;25325;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;5;;2.9;;;1;;;2.9;1;87133;32884;8344;18039;10058;0.702;0.492;1.0;0.0;1.0;;;;;;;7;12850;30061;30061;0;30068;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;6;;2.111;2.317;6;9;;;1.7;3;82868;31272;9324;14059;11909;0.626;0.285;0.784;0.0;1.0;;;;;;;3;8930;26024;26024;0;22046;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;7;;1.6;;;1;;;1.6;1;77163;29121;4909;16484;6083;0.728;0.654;1.0;0.028;1.0;;;;;;;6;12594;28679;28679;0;40156;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;8;;2.2;;;2;;;2.2;2;72233;27261;6507;14517;7474;0.697;0.465;1.0;0.0;1.0;;;;;;;4;10594;29747;29747;0;22441;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;9;;;;;;;;;;70073;26446;7021;14147;7418;0.744;1.0;0.798;0.0;1.0;;;;;;;3;10552;22292;22292;0;19967;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;10;;2.25;;;2;;;2.25;2;79704;30081;9366;16232;11765;0.679;0.457;0.86;0.0;1.0;;;;;;;4;10541;26079;26079;0;25481;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;11;;;;;;;;;;900;340;;;;1.0;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;12;;1.933;;;3;;;1.933;3;81543;30775;7637;16690;7668;0.699;0.471;1.0;0.0;1.0;;;;;;;6;12429;28818;28818;0;25874;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;13;;1.78;2.0;1;5;;;1.725;4;77572;29276;7701;14099;8563;0.606;0.398;0.667;0.0;0.672;;;;0.083;2;107;7;9220;23510;23510;0;24882;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;14;;1.536;1.533;6;11;;;1.54;5;144897;54681;10215;25153;11548;0.625;0.439;0.881;0.0;0.699;;;;0.056;3;310;7;19148;47821;47821;0;48814;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;15;;1.15;;;2;;;1.15;2;89775;33879;8801;16637;13830;0.717;0.716;0.946;0.0;1.0;;;;;;;4;10305;30528;30528;0;57750;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;16;;1.65;1.4;1;6;;;1.7;5;196660;74214;12017;34702;17240;0.559;0.521;0.0;0.0;1.0;;;;;;;8;24115;46432;46432;0;84466;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;17;;1.711;2.1;3;8;1.3;1;1.56;5;211343;79754;15582;34876;25287;0.549;0.447;0.0;0.0;1.0;;;;;;;7;21457;46777;46777;0;68811;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;18;;2.075;;;20;;;2.075;20;110443;41678;9595;18228;13355;0.501;0.252;0.0;0.0;0.765;;;;0.067;1;60;3;12900;25487;25487;0;37233;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;19;;;;;;;;;;314;119;;11;;0.889;1.0;0.851;1.0;1.0;;;;;;;1;44;51;51;0;60;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;20;;1.8;;;2;;;1.8;2;180827;68239;11781;31647;18312;0.569;0.592;0.0;0.0;1.0;;;;;;;8;18661;38686;38686;0;68292;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;21;;;;;;;;;;89059;33612;8280;15696;11616;0.759;1.0;0.927;0.0;1.0;;;;;;;6;11514;29443;29443;0;58475;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;22;;2.16;;;5;;;2.16;5;86818;32765;11436;15765;11421;0.638;0.358;0.754;0.0;1.0;;;;;;;4;10579;26651;26651;0;21080;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;23;;1.7;;;1;;;1.7;1;207047;78134;15869;35503;21716;0.585;0.688;0.0;0.0;1.0;;;;;;;5;25408;47890;47890;0;64883;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;24;;;;;;;;;;87617;33065;5066;16159;6987;0.755;1.0;0.949;0.02;1.0;;;;;;;6;12099;29070;29070;0;39799;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;25;;2.414;;;6;2.8;1;2.35;6;83935;31674;6674;15709;8916;0.541;0.309;0.0;0.0;1.0;;;;;;;2;9837;18759;18759;0;76127;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;26;;1.2;;;1;;;1.2;1;89000;33587;6915;17984;10016;0.704;0.776;0.74;0.0;1.0;;;;;;;4;12116;27015;27015;0;36157;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;27;;1.92;1.8;1;5;;;1.95;4;187688;70831;14948;32372;25424;0.519;0.47;0.129;0.0;0.723;;;;0.1;1;50;7;20241;45522;45522;0;84320;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;28;;1.533;;;2;1.2;1;1.7;2;192611;72688;12610;34320;15060;0.579;0.629;0.0;0.004;1.0;;;;;;;7;26051;44593;44593;0;86068;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;29;;;;;;;;;;74689;28186;6494;16134;8048;0.768;1.0;1.0;0.0;1.0;;;;;;;6;11793;30692;30692;0;44946;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;9;30;;1.433;1.3;1;6;;;1.46;5;101417;38273;8262;19263;9109;0.657;0.502;1.0;0.0;1.0;;;;;;;7;14255;35645;35645;0;35849;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;1;;2.175;;;4;;;2.175;4;185523;70012;13465;32399;18001;0.618;0.473;0.469;0.0;1.0;;;;;;;8;21783;49955;49955;0;70248;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;2;;1.45;;;2;;;1.45;2;80117;30236;8924;16862;11961;0.714;0.598;1.0;0.0;1.0;;;;;;;8;10760;29716;29716;0;57653;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;3;;2.291;2.175;4;11;;;2.357;7;193789;73130;17275;32203;17342;0.527;0.336;0.425;0.0;0.776;;;;0.067;1;80;4;22688;51269;51269;0;83670;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;4;;1.6;;;3;;;1.6;3;187339;70697;11083;34436;14783;0.634;0.603;0.44;0.007;1.0;;;;;;;5;23569;49537;49537;0;49233;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;5;;;;;;;;;;74378;28069;5726;15801;6839;0.773;1.0;1.0;0.007;1.0;;;;;;;6;12215;24865;24865;0;35851;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;6;;1.1;;;1;;;1.1;1;82749;31230;6046;16728;8398;0.74;0.84;0.952;0.0;1.0;;;;;;;6;11643;26873;26873;0;59782;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;7;;1.775;3.7;1;19;1.4;1;1.689;18;99772;37652;12171;19314;10150;0.644;0.303;1.0;0.0;0.775;;;;0.067;1;50;4;13645;36409;36409;0;39409;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;8;;1.5;1.5;1;2;;;1.5;1;70396;26567;6075;15038;6847;0.718;0.606;1.0;0.0;1.0;;;;;;;4;11572;27048;27048;0;23293;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;9;;;;;;;;;;73067;27575;7363;15923;10473;0.768;1.0;1.0;0.0;1.0;;;;;;;5;9757;29935;29935;0;25147;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;10;;2.4;;;1;;;2.4;1;80570;30406;4229;16194;6627;0.714;0.536;1.0;0.045;1.0;;;;;;;6;12697;27566;27566;0;23633;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;11;;1.56;1.25;2;5;;;1.767;3;105352;39758;5676;16697;8754;0.576;0.478;0.272;0.01;1.0;;;;;;;5;12437;26798;17491;9307;38463;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;12;;;;;;;;;;71671;27050;3954;15149;5209;0.778;1.0;1.0;0.046;1.0;;;;;;;3;11922;24412;24412;0;20935;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;13;;1.45;;;2;;;1.45;2;65790;24829;6509;14332;7921;0.715;0.599;1.0;0.0;1.0;;;;;;;5;10117;28784;28784;0;34421;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;14;;1.579;;;14;;;1.579;14;72237;27260;6138;14181;5824;0.647;0.338;0.768;0.0;1.0;;;;;;;1;8843;22111;22111;0;18598;1-83646-6667686380;
4245;1-83646-6667686380;BUCHER CITY CAT 2020;2016;8;15;;1.133;1.0;1;3;;;1.2;2;66351;25040;4284;12990;4490;0.726;0.684;1.0;0.027;1.0;;;;;;;2;10889;24244;24244;0;19126;1-83646-6667686380;
